word;phon
the;ðə, ði:
be;bi:
of;əv, ɒv
and;ənd, ænd
to;tə, tu:
in;ɪn
have;hæv, həv
it;ɪt
he;hi:
for;fə, fɔ:
they;ðeɪ
you;ju:
not;nɒt
that;ðæt
with;wɪð
she;ʃi:
on;ɒn
do;du:
at;æt, ət
by;baɪ
we;wi:
this;ðɪs
but;bət, bʌt
from;frəm, frɒm
as;əz, æz
or;ɔ:
which;wɪʧ
an;ən, æn
will;wɪl
say;seɪ
would;wʊd, wəd
can;kən, kæn
if;ɪf
all;ɔ:l
there;ðeə
what;wɒt
go;ɡəʊ
so;səʊ
get;get
make;meɪk
who;hu:
up;ʌp
out;aʊt
one;wʌn
see;si:
time;taɪm
know;nəʊ
take;teɪk
when;wɪn
some;sʌm
year;jɪə
could;kʊd, kəd
into;ˈɪntə, ˈɪntu:
then;ðen
two;tu:
well;wel
about;əˈbaʊt
think;θɪŋk
come;kʌm
than;ðən, ðæn
more;mɔ:r
no;nəʊ
now;naʊ
other;ˈʌðə
give;gɪv
only;ˈəʊnli
good;gʊd
just;ʤʌst
these;ði:z
also;ˈɔ:lsəʊ
people;ˈpi:pl
first;fɜ:st
any;ˈeni
new;nju:
very;ˈveri
may;meɪ
way;weɪ
should;ʃʊd, ʃəd
look;lʊk
such;sʌtʃ
use;ju:z
like;laɪk
because;bɪˈkəz, bɪˈkɒz
how;haʊ
find;faɪnd
man;mæn
day;deɪ
between;bɪtˈwi:n
after;ˈɑ:ftə
many;ˈmeni
want;wɒnt
those;ðəʊz
even;ˈi:vn
down;daʊn
three;θri:
back;bæk
thing;θɪŋ
over;ˈəʊvə
tell;tel
last;lɑ:st
through;θru:
must;məst, mʌst
child;ʧaɪld
still;stɪl
here;hɪə
put;pʊt
own;əʊn
too;tu:
government;ˈgʌvənmənt
become;bɪˈkʌm
mean;mi:n
part;pɑ:t
need;ni:d
work;wɜ:k
great;greɪt
case;keɪs
old;əʊld
life;laɪf
leave;li:v
system;ˈsɪstəm
same;seɪm
where;weə
each;i:ʧ
group;gru:p
woman;ˈwʊmən
number;ˈnʌmbə
however;haʊˈevə
seem;si:m
another;əˈnʌðə
might;maɪt
feel;fi:l
show;ʃəʊ
yes;jes
world;wɜ:ld
area;ˈeəriə
house;haʊs
ask;ɑ:sk
company;ˈkʌmpəni
again;əˈgen, əˈɡeɪn
high;haɪ
most;məʊst
course;kɔ:s
problem;ˈprɒbləm
against;əˈgenst, əˈɡeɪnst
under;ˈʌndə
service;ˈsɜ:rvɪs
never;ˈnevər
try;traɪ
place;pleɪs
party;ˈpɑ:ti
call;kɔ:l
school;sku:l
much;mʌʧ
provide;prəˈvaɪd
small;smɔ:l
hand;hænd
something;ˈsʌmθɪŋ
while;waɪl
why;waɪ
keep;ki:p
country;ˈkʌntri
point;pɔɪnt
little;ˈlɪtl
different;ˈdɪfrənt
large;lɑ:ʤ
away;əˈweɪ
off;ɒf
member;ˈmembə
week;wi:k
hold;həʊld
really;ˈri:əli
end;end
four;fɔ:
next;nekst
always;ˈɔ:lweɪz
within;wɪˈðɪn
without;wɪˈðaʊt
local;ˈləʊkl
turn;tɜ:n
state;steɪt
during;ˈdjʊərɪŋ
few;fju:
example;ɪgˈzɑ:mpl
although;ɔ:lˈðəʊ
bring;brɪŋ
word;wɜ:d
before;biˈfɔ:
begin;bɪˈgɪn
family;ˈfæməli
fact;fækt
rather;ˈrɑ:ðə
follow;ˈfɒləʊ
social;ˈsəʊʃl
long;lɒŋ
help;help
start;stɑ:t
five;faɪv
quite;kwaɪt
right;raɪt
write;raɪt
month;mʌnθ
run;rʌn
set;set
every;ˈevri
business;ˈbɪznəs
important;ɪmˈpɔ:tnt
term;tɜ:m
side;saɪd
information;ˌɪnfəˈmeɪʃn
home;həʊm
question;ˈkwestʃən
head;hed
power;ˈpaʊə
change;ʧeɪnʤ
move;mu:v
play;pleɪ
night;naɪt
national;ˈnæʃnəl
order;ˈɔ:də
pay;peɪ
both;bəʊθ
interest;ˈɪntrəst, ˈɪntrest
often;ˈɒfn, ˈɒftən
development;dɪˈveləpmənt
book;bʊk
money;ˈmʌni
young;jʌŋ
eye;aɪ
water;ˈwɔ:tə
form;fɔrm
level;ˈlevl
whether;ˈweðə
british;ˈbrɪtɪʃ
second;ˈsekənd
include;ɪnˈklu:d
early;ˈɜ:rli
hear;hɪə
council;ˈkaʊnsl
market;ˈmɑ:rkɪt
policy;ˈpɒləsi
london;ˈlʌndən
though;ðəʊ
court;kɔ:t
room;ru:m, rʊm
car;kɑ:r
general;ˈʤenrəl
yet;jet
believe;bɪˈli:v
possible;ˈpɒsəbl
perhaps;pəˈhæps, præps
effect;ɪˈfekt
already;ɔ:lˈredi
result;rɪˈzʌlt
line;laɪn
far;fɑ:r
meet;mi:t
big;bɪg
lead;li:d
study;ˈstʌdi
nothing;ˈnʌθɪŋ
live;lɪv
allow;əˈlaʊ
idea;aɪˈdɪə
job;ʤɒb
name;neɪm
body;ˈbɒdi
law;lɔ:
happen;ˈhæpən
authority;əˈθɒrəti, ɔ:ˈθɒrəti
friend;frend
stand;stænd
later;ˈleɪtə
view;vju:
carry;ˈkæri
road;rəʊd
almost;ˈɔ:lməʊst
minister;ˈmɪnɪstə
rate;reɪt
political;pəˈlɪtɪkl
produce;prəˈdju:s, ˈprɒdju:s
together;təˈgeðə
appear;əˈpɪə
six;sɪks
able;ˈeɪbl
late;leɪt
least;li:st
talk;tɔ:k
face;feɪs
hour;ˈaʊə
office;ˈɒfɪs
war;wɔ:
public;ˈpʌblɪk
himself;hɪmˈself
full;fʊl
offer;ˈɒfə
bit;bɪt
since;sɪns
particular;pəˈtɪkjələ
consider;kənˈsɪdə
reason;ˈri:zn
person;ˈpɜ:sn
less;les
report;rɪˈpɔ:rt
suggest;səˈʤest
require;riˈkwaɪə
let;let
once;wʌns
low;ləʊ
period;ˈpɪəriəd
expect;ɪkˈspekt
sit;sɪt
sort;sɔ:t
lot;lɒt
price;praɪs
centre;ˈsentə
society;səˈsaɪəti
door;dɔ:
continue;kənˈtɪnju:
figure;ˈfɪgə
mother;ˈmʌðə
anything;ˈeniθɪŋ
towards;təˈwɔ:dz
city;ˈsɪti
community;kəmˈju:nəti
available;əˈveɪləbl
police;pəˈli:s
add;æd
kind;kaɪnd
lose;lu:z
cost;kɒst
issue;ˈɪʃu:, ˈɪʃju:
control;kənˈtrəʊl
process;ˈprəʊses
ever;ˈevə
action;ˈækʃn
probably;ˈprɒbəbli
fall;fɔ:l
remain;rɪˈmeɪn
position;pəˈzɪʃn
matter;ˈmætə
education;ˌeʤuˈkeɪʃn
today;təˈdeɪ
type;taɪp
buy;baɪ
bad;bæd
remember;rɪˈmembə
research;rɪˈsɜ:tʃ, ˈri:sɜ:tʃ
minute;ˈmɪnɪt, maɪˈnju:t
actually;ˈæktʃuəli
subject;ˈsʌbdʒɪkt, ˈsʌbdʒekt
britain;ˈbrɪtn
speak;spi:k
value;ˈvælju:
programme;ˈprəʊɡræm
age;eɪʤ
force;fɔ:s
act;ækt
health;helθ
million;ˈmɪljən
main;meɪn
receive;rɪˈsi:v
send;send
stop;stɒp
patient;ˈpeɪʃnt
industry;ˈɪndəstri
god;gɒd
decision;dɪˈsɪʒn
bank;bæŋk
father;ˈfɑ:ðə
class;klɑ:s
moment;ˈməʊmənt
decide;dɪˈsaɪd
win;wɪn
church;ʧɜ:ʧ
girl;gɜ:l
until;ənˈtɪl
major;ˈmeɪʤə
street;stri:t
condition;kənˈdɪʃn
several;ˈsevrəl
develop;dɪˈveləp
describe;dɪˈskraɪb
clear;klɪə
economic;ˌi:kəˈnɒmɪk, ˌekəˈnɒmɪk
sure;ʃʊə, ʃɔ:
enough;ɪˈnʌf
itself;ɪtˈself
agree;əˈgri:
mind;maɪnd
paper;ˈpeɪpə
themselves;ðəmˈselvz
therefore;ˈðeəfɔ:
understand;ˌʌndəˈstænd
century;ˈsenʧəri
england;ˈɪŋglənd
section;ˈsekʃn
south;saʊθ
activity;ækˈtɪvəti
including;ɪnˈklu:dɪŋ
upon;əˈpɒn
build;bɪld
involve;ɪnˈvɒlv
read;ri:d
staff;stɑ:f
around;əˈraʊnd
building;ˈbɪldɪŋ
likely;ˈlaɪkli
team;ti:m
among;əˈmʌŋ
reach;ri:ʧ
open;ˈəʊpən
sense;sens
death;deθ
real;ˈri:əl, rɪəl
student;ˈtju:dnt
spend;spend
table;ˈteɪbəl
international;ˌɪntəˈnæʃnəl
experience;ɪkˈspɪəriəns
language;ˈlæŋgwɪʤ
union;ˈju:niən
town;taʊn
management;ˈmænɪʤmənt
department;dɪˈpɑ:tmənt
black;blæk
certain;ˈsɜ:tn
special;ˈspeʃl
return;rɪˈtɜ:n
plan;plæn
draw;drɔ:
particularly;pəˈtɪkjələli
land;lænd
difficult;ˈdɪfɪkəlt
product;ˈprɒdʌkt
committee;kəˈmɪti
either;ˈi:ðə, ˈaɪðə
create;kriˈeɪt
practice;ˈpræktɪs
die;daɪ
north;nɔ:θ
support;səˈpɔ:t
meeting;ˈmi:tɪŋ
evidence;ˈevɪdəns
hope;həʊp
ground;graʊnd
sell;sel
whole;həʊl
west;west
letter;ˈletə
half;hɑ:f
food;fu:d
morning;ˈmɔ:nɪŋ
role;rəʊl
across;əˈkrɒs
third;θɜ:d
game;geɪm
event;ɪˈvent
short;ʃɔ:t
boy;bɔɪ
foot;fʊt
field;fi:ld
cause;kɔ:z
thus;ðʌs
art;ɑ:t
teacher;ˈti:tʃə
range;reɪnʤ
walk;wɔ:k
trade;treɪd
project;ˈprɒʤekt
account;əˈkaʊnt
club;klʌb
shall;ʃæl, ʃəl
stage;steɪʤ
light;laɪt
sometimes;ˈsʌmtaɪmz
else;els
accept;əkˈsept
wait;weɪt
white;waɪt
history;ˈhɪstri
soon;su:n
pass;pɑ:s
free;fri:
parent;ˈpeərənt
material;məˈtɪəriəl
manager;ˈmænɪʤə
ten;ten
care;keə
situation;ˌsɪtʃuˈeɪʃn
record;ˈrekɔ:d, rɪˈkɔ:d
european;ˌjʊərəˈpi:ən
yesterday;ˈjestədeɪ, ˈjestədi
whose;hu:z
training;ˈtreɪnɪŋ
ago;əˈgəʊ
easy;ˈi:zi
lie;laɪ
strong;strɒŋ
apply;əˈplaɪ
base;beɪs
central;ˈsentrəl
raise;reɪz
behind;bɪˈhaɪnd
increase;ɪnˈkri:s, ˈɪŋkri:s
university;ˌju:nɪˈvɜ:səti
common;ˈkɒmən
arm;ɑ:m
watch;wɒtʃ
difference;ˈdɪfrəns
learn;lɜ:n
usually;ˈju:ʒuəli, ˈju:ʒəli
pound;paʊnd
cover;ˈkʌvə
explain;ɪkˈspleɪn
claim;kleɪm
hundred;ˈhʌndrəd
quality;ˈkwɒləti
break;breɪk
relationship;rɪˈleɪʃnʃɪp
date;deɪt
relation;rɪˈleɪʃn
grow;ɡrəʊ
sir;sɜ:
rule;ru:l
window;ˈwɪndəʊ
indeed;ɪnˈdi:d
stay;steɪ
tax;tæks
voice;vɔɪs
air;eə
wife;waɪf
similar;ˈsɪmələ
worker;ˈwɜ:kə
model;ˈmɒdl
data;ˈdeɪtə, ˈdɑ:tə
certainly;ˈsɜ:tənli
human;ˈhju:mən
Europe;ˈjʊərəp
cut;kʌt
structure;ˈstrʌktʃə
unit;ˈju:nɪt
nature;ˈneɪtʃə
necessary;ˈnesəsəri
method;ˈmeθəd
story;ˈstɔ:ri
contain;kənˈteɪn
someone;ˈsʌmwʌn
hospital;ˈhɒspɪtl
everything;ˈevriθɪŋ
reduce;rɪˈdju:s
board;bɔ:d
officer;ˈɒfɪsə
movement;ˈmu:vmənt
detail;ˈdi:teɪl
single;ˈsɪŋgl
establish;ɪˈstæblɪʃ
private;ˈpraɪvət
especially;əˈspeʃəli
personal;ˈpɜ:sənəl
computer;kəmˈpju:tə
simply;ˈsɪmpli
east;i:st
hard;hɑ:d
king;kɪŋ
seven;ˈsevn
award;əˈwɔ:d
president;ˈprezɪdənt
wall;wɔ:l
eight;eɪt
scheme;ski:m
join;dʒɔɪn
amount;əˈmaʊnt
bear;beə
approach;əˈprəʊtʃ
former;ˈfɔ:rmə
bed;bed
achieve;əˈtʃi:v
seek;si:k
property;ˈprɒpəti
accord;əˈkɔ:d
bill;bɪl
chapter;ˈtʃæptə
director;dəˈrektə, daɪˈrektə
deal;di:l
choose;tʃu:z
financial;faɪˈnænʃl, fəˈnænʃl
theory;ˈθɪəri
wish;wɪʃ
charge;tʃɑ:dʒ
leader;ˈli:də
application;ˌæplɪˈkeɪʃn
firm;fɜ:m
wide;waɪd
secretary;ˈsekrətri
lord;lɔ:d
production;prəˈdʌkʃn
share;ʃeə
son;sʌn
poor;pɔ:, pʊə
operation;ˌɒpəˈreɪʃn
foreign;ˈfɒrən
agreement;əˈgri:mənt
opportunity;ˌɒpəˈtju:nəti
fail;feɪl
contract;ˈkɒntrækt
herself;hɜ:ˈself
test;test
march;mɑ:tʃ
chance;tʃɑ:ns
recent;ˈri:snt
simple;ˈsɪmpl
security;sɪˈkjʊərəti
election;ɪˈlekʃn
serve;sɜ:v
picture;ˈpɪktʃə
concerned;kənˈsɜ:nd
source;sɔ:s
american;əˈmerɪkən
occur;əˈkɜ:r
site;saɪt
represent;ˌreprɪˈzent
future;ˈfju:tʃə
used;ju:st
colour;ˈkʌlə
loss;lɒs
various;ˈveəriəs
twenty;ˈtwenti
benefit;ˈbenɪfɪt
animal;ˈænɪml
standard;ˈstændəd
due;dju:
shop;ʃɒp
clearly;ˈklɪəli
top;tɒp
close;kləʊz
purpose;ˈpɜ:pəs
rise;raɪz
kill;kɪl
factor;ˈfæktə
drive;draɪv
music;ˈmju:zɪk
heart;hɑ:t
discuss;dɪˈskʌs
english;ˈɪŋglɪʃ
present;ˈpreznt
pattern;ˈpætn
design;dɪˈzaɪn
April;ˈeɪprəl
royal;ˈrɔɪəl
argue;ˈɑ:ɡju:
prove;pru:v
plant;plɑ:nt
evening;ˈi:vnɪŋ
page;peɪdʒ
fine;faɪn
doctor;ˈdɒktə
performance;pəˈfɔ:məns
june;dʒu:n
population;ˌpɒpjuˈleɪʃn
response;rɪˈspɒns
pressure;ˈpreʃə
wrong;rɒŋ
garden;ˈgɑ:dn
environment;ɪnˈvaɪrənmənt
knowledge;ˈnɒlɪdʒ
basis;ˈbeɪsɪs
despite;dɪˈspaɪt
front;frʌnt
anyone;ˈeniwʌn
piece;pi:s
introduce;ˌɪntrəˈdju:s
pick;pɪk
love;lʌv
instead;ɪnˈsted
series;ˈsɪəri:z
size;saɪz
enjoy;ɪnˈdʒɔɪ
analysis;əˈnæləsɪs
wear;weə
success;səkˈses
tree;tri:
news;nju:z
hair;heə
ensure;ɪnˈʃʊə, ɪnˈʃɔ:
region;ˈri:dʒən
fire;ˈfaɪə
catch;kætʃ
natural;ˈnætʃrəl
enter;ˈentə
near;nɪə
association;əˌsəʊsiˈeɪʃn, əˌsəʊʃiˈeɪʃn
statement;ˈsteɪtmənt
labour;ˈleɪbə
eat;i:t
rest;rest
village;ˈvɪlɪʤ
demand;dɪˈmɑ:nd
principle;ˈprɪnsəpl
space;speɪs
player;ˈpleɪə
list;lɪst
capital;ˈkæpɪtl
arrive;əˈraɪv
refer;rɪˈfɜ:
station;ˈsteɪʃn
attention;əˈtenʃn
choice;tʃɔɪs
individual;ˌɪndɪˈvɪdʒuəl
film;fɪlm
income;ˈɪnkʌm, ˈɪnkəm
step;step
hotel;həʊˈtel
sea;si:
nine;naɪn
thought;θɔ:t
organisation;ˌɔ:ɡənaɪˈzeɪʃn
relate;rɪˈleɪt
feature;ˈfi:tʃə
current;ˈkʌrənt
attempt;əˈtempt
couple;ˈkʌpl
technology;tekˈnɒlədʒi
round;raʊnd
following;ˈfɒləʊɪŋ
affect;əˈfekt
above;əˈbʌv
forward;ˈˈfɔ:wəd
identify;aɪˈdentəti
pull;pʊl
effort;ˈefət
French;frentʃ
cell;sel
scotland;ˈskɒtlənd
cup;kʌp
difficulty;ˈdɪfɪkəlti
treatment;ˈtri:tmənt
legal;ˈli:gl
nice;naɪs
energy;ˈenədʒi
regard;rɪˈgɑ:d
machine;məˈʃi:n
county;ˈkaʊnti
growth;ɡrəʊθ
modern;ˈmɒdn
degree;dɪˈgri:
compare;kəmˈpeə
provision;prəˈvɪʒn
function;ˈfʌŋkʃn
please;pli:z
defence;dɪˈfens
risk;rɪsk
manage;ˈmænɪʤ
whatever;wɒtˈevə
everyone;ˈevriwʌn
behaviour;bɪˈheɪvjə
mile;maɪl
obtain;əbˈteɪn
resource;rɪˈsɔ:s, rɪˈzɔ:s
task;tɑ:sk
college;ˈkɒlɪdʒ
means;mi:nz
final;ˈfaɪnl
thank;θæŋk
hall;hɔ:l
whom;hu:m
science;ˈsaɪəns
announce;əˈnaʊns
finally;ˈfaɪnəli
skill;skɪl
happy;ˈhæpi
user;ˈju:zə
style;staɪl
answer;ˈɑ:nsə
lady;ˈleɪdi
note;nəʊt
investment;ɪnˈvestmənt
mark;mɑ:k
character;ˈkærəktə
economy;ɪˈkɒnəmi
depend;dɪˈpend
horse;hɔ:s
maintain;meɪnˈteɪn
park;pɑ:k
sound;saʊnd
normal;ˈnɔ:ml
red;red
recently;ˈri:sntli
france;frɑ:ns
publish;ˈpʌblɪʃ
army;ˈɑ:mi
feeling;ˈfi:lɪŋ
indicate;ˈɪndɪkeɪt
dog;dɒg
season;ˈsi:zn
total;ˈtəʊtl
serious;ˈsɪəriəs
previous;ˈpri:viəs
floor;flɔ:
suffer;ˈsʌfə
argument;ˈɑ:gjumənt
myself;maɪˈself
significant;sɪgˈnɪfɪkənt
responsibility;rɪˌspɒnsəˈbɪləti
nor;nɔ:
concern;kənˈsɜ:n
prime;praɪm
express;ɪkˈspres
chairman;ˈtʃeəmən
brother;ˈbrʌðə
outside;ˌaʊtˈsaɪd
element;ˈelɪmənt
July;dʒuˈlaɪ
forget;fəˈɡet
avoid;əˈvɔɪd
quickly;ˈkwɪkli
along;əˈlɒŋ
determine;dɪˈtɜ:mɪn
doubt;daʊt
save;seɪv
fund;fʌnd
husband;ˈhʌzbənd
title;ˈtaɪtl
glass;glɑ:s
tend;tend
duty;ˈdju:ti
anyway;ˈeniweɪ
suppose;səˈpəʊz
discussion;dɪˈskʌʃn
finish;ˈfɪnɪʃ
wonder;ˈwʌndə
aspect;ˈæspekt
generally;ˈdʒenrəli
treat;tri:t
throughout;θru:ˈaʊt
united;juˈnaɪtɪd
industrial;ɪnˈdʌstriəl
customer;ˈkʌstəmə
institution;ˌɪnstɪˈtju:ʃn
remove;rɪˈmu:v
profit;ˈprɒfɪt
summer;ˈsʌmə
specific;spəˈsɪfɪk
visit;ˈvɪzɪt
daughter;ˈdɔ:tə
exist;ɪgˈzɪst
encourage;ɪnˈkʌrɪdʒ
appropriate;əˈprəʊpriət
sun;sʌn
leg;leg
nearly;ˈnɪəli
conference;ˈkɒnfərəns
division;dɪˈvɪʒn
reflect;rɪˈflekt
river;ˈrɪvə
measure;ˈmeʒə
listen;ˈlɪsn
procedure;prəˈsi:dʒə
proposal;prəˈpəʊzl
commission;kəˈmɪʃn
stone;stəʊn
box;bɒks
suddenly;ˈsʌdənli
sector;ˈsektə
baby;ˈbeɪbi
assume;əˈsju:m
improve;ɪmˈpru:v
post;pəʊst
throw;θrəʊ
oil;ɔɪl
admit;ədˈmɪt
replace;rɪˈpleɪs
dead;ded
prepare;prɪˈpeə
circumstance;ˈsɜ:kəmstəns, ˈsɜ:kəmstɑ:ns, ˈsɜ:kəmstæns
unless;ənˈles
image;ˈɪmɪdʒ
sorry;ˈsɒri
speaker;ˈspi:kə
client;ˈklaɪənt
mention;ˈmenʃn
military;ˈmɪlətri
successful;səkˈsesfl
disease;dɪˈzi:z
Soviet;ˈsəʊviət, ˈsɒviət
instance;ˈɪnstəns
original;əˈrɪdʒənl
employment;ɪmˈplɔɪmənt
addition;əˈdɪʃn
obviously;ˈɒbviəsli
direction;dəˈrekʃn, daɪˈrekʃn
basic;ˈbeɪsɪk
goal;ɡəʊl
attitude;ˈætɪtju:d
dark;dɑ:k
attack;əˈtæk
intend;ɪnˈtend
fill;fɪl
october;ɒkˈtəʊbə
respect;rɪˈspekt
appeal;əˈpi:l
technique;tekˈni:k
aware;əˈweə
seat;si:t
fight;faɪt
prevent;prɪˈvent
pupil;ˈpju:pl
campaign;kæmˈpeɪn
fish;fɪʃ
version;ˈvɜ:ʃn
okay;əʊˈkeɪ
item;ˈaɪtəm
ability;əˈbɪləti
hit;hɪt
affair;əˈfeə
popular;ˈpɒpjələ
sales;seɪlz
miss;mɪs
refuse;rɪˈfju:z, ˈrefju:s
september;sɛpˈtembə
professional;prəˈfeʃənl
yourself;jɔ:ˈself, jəˈself
advice;ədˈvaɪs
direct;dəˈrekt, daɪˈrekt
exactly;ɪɡˈzæktli
holiday;ˈhɒlədeɪ, ˈhɒlədi
discover;dɪˈskʌvə
germany;ˈdʒɜ:məni
drop;drɒp
sign;saɪn
drug;drʌg
smile;smaɪl
library;ˈlaɪbrəri, ˈlaɪbri
teach;ti:tʃ
america;əˈmerɪkə
surface;ˈsɜ:fɪs
press;pres
reveal;rɪˈvi:l
operate;ˈɒpəreɪt
thousand;ˈθaʊznd
variety;vəˈraɪəti
beyond;bɪˈjɒnd
heavy;ˈhevi
advantage;ədˈvɑ:ntɪdʒ
culture;ˈkʌltʃə
january;ˈdʒænjuəri
push;pʊʃ
competition;ˌkɒmpəˈtɪʃn
parliament;ˈpɑ:ləmənt
goods;gʊdz
maybe;ˈmeɪbi
enable;ɪˈneɪbl
majority;məˈdʒɒrəti
lay;leɪ
extent;ɪkˈstent
worth;wɜ:θ
reference;ˈrefrəns
useful;ˈju:sfl
